"observation","public.feedback","private.feedback","public.feedback.bins"
109778,5,"Probably Yes","(4.75,5]"
109779,5,"Definitely Yes","(4.75,5]"
109780,5,"Definitely Yes","(4.75,5]"
109781,5,"Definitely Yes","(4.75,5]"
109782,5,"Definitely Yes","(4.75,5]"
109783,5,"Definitely Yes","(4.75,5]"
109784,5,"Definitely Yes","(4.75,5]"
109785,5,"Definitely Yes","(4.75,5]"
109786,4.45,"Definitely Yes","(4.25,4.5]"
109787,5,"Definitely Yes","(4.75,5]"
109788,4.8,"Probably Yes","(4.75,5]"
109789,5,"Definitely Not","(4.75,5]"
109790,5,"Probably Yes","(4.75,5]"
109791,4.6,"Definitely Yes","(4.5,4.75]"
109792,5,"Probably Yes","(4.75,5]"
109793,5,"Definitely Yes","(4.75,5]"
109794,5,"Definitely Yes","(4.75,5]"
109795,5,"Definitely Yes","(4.75,5]"
109796,5,"Probably Yes","(4.75,5]"
109797,4.85,"Definitely Yes","(4.75,5]"
109798,5,"Definitely Yes","(4.75,5]"
109799,5,"Definitely Yes","(4.75,5]"
109800,4.55,"Definitely Yes","(4.5,4.75]"
109801,1,"Definitely Not","[1,1.25]"
109802,1,"Definitely Not","[1,1.25]"
109803,5,"Definitely Yes","(4.75,5]"
109804,5,"Definitely Yes","(4.75,5]"
109805,5,"Definitely Yes","(4.75,5]"
109806,5,"Probably Yes","(4.75,5]"
109807,5,"Definitely Yes","(4.75,5]"
109808,5,"Definitely Yes","(4.75,5]"
109809,5,"Definitely Yes","(4.75,5]"
109810,5,"Definitely Yes","(4.75,5]"
109811,5,"Definitely Yes","(4.75,5]"
109812,5,"Definitely Yes","(4.75,5]"
109813,5,"Probably Yes","(4.75,5]"
109814,5,"Definitely Yes","(4.75,5]"
109815,4.8,"Definitely Yes","(4.75,5]"
109816,5,"Definitely Yes","(4.75,5]"
109817,5,"Definitely Yes","(4.75,5]"
109818,5,"Definitely Yes","(4.75,5]"
109819,5,"Definitely Yes","(4.75,5]"
109820,5,"Definitely Yes","(4.75,5]"
109821,5,"Definitely Yes","(4.75,5]"
109822,5,"Definitely Yes","(4.75,5]"
109823,5,"Definitely Yes","(4.75,5]"
109824,4.8,"Definitely Yes","(4.75,5]"
109825,5,"Definitely Yes","(4.75,5]"
109826,5,"Definitely Yes","(4.75,5]"
109827,5,"Definitely Yes","(4.75,5]"
109828,5,"Probably Yes","(4.75,5]"
109829,4.6,"Definitely Yes","(4.5,4.75]"
109830,5,"Definitely Yes","(4.75,5]"
109831,3,"Definitely Not","(2.75,3]"
109832,5,"Definitely Yes","(4.75,5]"
109833,4.8,"Definitely Yes","(4.75,5]"
109834,5,"Definitely Yes","(4.75,5]"
109835,5,"Definitely Yes","(4.75,5]"
109836,5,"Definitely Yes","(4.75,5]"
109837,5,"Definitely Yes","(4.75,5]"
109838,5,"Probably Not","(4.75,5]"
109839,5,"Probably Yes","(4.75,5]"
109840,5,"Definitely Yes","(4.75,5]"
109841,5,"Definitely Yes","(4.75,5]"
109842,4.85,"Definitely Yes","(4.75,5]"
109843,1,"Definitely Not","[1,1.25]"
109844,1,"Definitely Not","[1,1.25]"
109845,5,"Definitely Yes","(4.75,5]"
109846,5,"Definitely Yes","(4.75,5]"
109847,5,"Definitely Yes","(4.75,5]"
109848,5,"Definitely Yes","(4.75,5]"
109849,5,"Probably Yes","(4.75,5]"
109850,5,"Probably Yes","(4.75,5]"
109851,5,"Definitely Yes","(4.75,5]"
109852,4,"Probably Not","(3.75,4]"
109853,5,"Definitely Yes","(4.75,5]"
109854,5,"Definitely Yes","(4.75,5]"
109855,3.2,"Definitely Not","(3,3.25]"
109856,5,"Probably Yes","(4.75,5]"
109857,5,"Definitely Yes","(4.75,5]"
109858,5,"Probably Yes","(4.75,5]"
109859,5,"Definitely Yes","(4.75,5]"
109860,5,"Definitely Yes","(4.75,5]"
109861,5,"Definitely Yes","(4.75,5]"
109862,3.4,"Probably Not","(3.25,3.5]"
109863,4.85,"Definitely Yes","(4.75,5]"
109864,5,"Definitely Yes","(4.75,5]"
109865,4.8,"Definitely Yes","(4.75,5]"
109866,5,"Definitely Yes","(4.75,5]"
109867,5,"Definitely Yes","(4.75,5]"
109868,5,"Definitely Yes","(4.75,5]"
109869,5,"Probably Yes","(4.75,5]"
109870,5,"Definitely Yes","(4.75,5]"
109871,5,"Definitely Yes","(4.75,5]"
109872,5,"Definitely Yes","(4.75,5]"
109873,5,"Definitely Yes","(4.75,5]"
109874,4.7,"Probably Yes","(4.5,4.75]"
109875,5,"Definitely Yes","(4.75,5]"
109876,5,"Probably Not","(4.75,5]"
109877,5,"Definitely Yes","(4.75,5]"
109878,5,"Definitely Yes","(4.75,5]"
109879,5,"Definitely Yes","(4.75,5]"
109880,5,"Definitely Yes","(4.75,5]"
109881,5,"Definitely Yes","(4.75,5]"
109882,3.1,"Definitely Not","(3,3.25]"
109883,5,"Definitely Yes","(4.75,5]"
109884,5,"Definitely Yes","(4.75,5]"
109885,5,"Definitely Yes","(4.75,5]"
109886,5,"Definitely Yes","(4.75,5]"
109887,5,"Probably Yes","(4.75,5]"
109888,4.6,"Probably Yes","(4.5,4.75]"
109889,5,"Definitely Yes","(4.75,5]"
109890,5,"Definitely Yes","(4.75,5]"
109891,5,"Definitely Yes","(4.75,5]"
109892,3.55,"Probably Yes","(3.5,3.75]"
109893,5,"Probably Not","(4.75,5]"
109894,5,"Definitely Yes","(4.75,5]"
109895,5,"Definitely Yes","(4.75,5]"
109896,5,"Definitely Yes","(4.75,5]"
109897,5,"Definitely Yes","(4.75,5]"
109898,5,"Probably Yes","(4.75,5]"
109899,4.85,"Probably Yes","(4.75,5]"
109900,5,"Definitely Yes","(4.75,5]"
109901,4.6,"Probably Yes","(4.5,4.75]"
109902,5,"Definitely Yes","(4.75,5]"
109903,5,"Definitely Yes","(4.75,5]"
109904,5,"Definitely Yes","(4.75,5]"
109905,5,"Definitely Yes","(4.75,5]"
109906,5,"Definitely Yes","(4.75,5]"
109907,3,"Probably Not","(2.75,3]"
109908,5,"Definitely Yes","(4.75,5]"
109909,5,"Probably Not","(4.75,5]"
109910,5,"Definitely Yes","(4.75,5]"
109911,4.6,"Probably Yes","(4.5,4.75]"
109912,5,"Definitely Yes","(4.75,5]"
109913,5,"Definitely Yes","(4.75,5]"
109914,5,"Definitely Yes","(4.75,5]"
109915,4.7,"Definitely Yes","(4.5,4.75]"
109916,5,"Probably Yes","(4.75,5]"
109917,5,"Definitely Yes","(4.75,5]"
109918,5,"Definitely Yes","(4.75,5]"
109919,5,"Definitely Yes","(4.75,5]"
109920,5,"Definitely Yes","(4.75,5]"
109921,1,"Definitely Not","[1,1.25]"
109922,2.6,"Definitely Not","(2.5,2.75]"
109923,4.15,"Probably Yes","(4,4.25]"
109924,4.8,"Definitely Yes","(4.75,5]"
109925,5,"Definitely Yes","(4.75,5]"
109926,4.8,"Probably Yes","(4.75,5]"
109927,5,"Definitely Yes","(4.75,5]"
109928,5,"Definitely Yes","(4.75,5]"
109929,5,"Definitely Yes","(4.75,5]"
109930,5,"Definitely Yes","(4.75,5]"
109931,4.2,"Definitely Yes","(4,4.25]"
109932,5,"Definitely Yes","(4.75,5]"
109933,5,"Definitely Yes","(4.75,5]"
109934,5,"Definitely Yes","(4.75,5]"
109935,5,"Definitely Yes","(4.75,5]"
109936,4.35,"Definitely Yes","(4.25,4.5]"
109937,5,"Definitely Yes","(4.75,5]"
109938,5,"Definitely Yes","(4.75,5]"
109939,5,"Definitely Yes","(4.75,5]"
109940,5,"Definitely Yes","(4.75,5]"
109941,5,"Definitely Yes","(4.75,5]"
109942,4.8,"Probably Yes","(4.75,5]"
109943,5,"Definitely Yes","(4.75,5]"
109944,5,"Definitely Yes","(4.75,5]"
109945,5,"Definitely Yes","(4.75,5]"
109946,5,"Definitely Yes","(4.75,5]"
109947,5,"Definitely Yes","(4.75,5]"
109948,5,"Definitely Yes","(4.75,5]"
109949,5,"Definitely Yes","(4.75,5]"
109950,5,"Definitely Yes","(4.75,5]"
109951,1,"Probably Not","[1,1.25]"
109952,5,"Definitely Yes","(4.75,5]"
109953,5,"Definitely Yes","(4.75,5]"
109954,5,"Definitely Yes","(4.75,5]"
109955,5,"Probably Yes","(4.75,5]"
109956,5,"Definitely Yes","(4.75,5]"
109957,5,"Probably Not","(4.75,5]"
109958,5,"Definitely Yes","(4.75,5]"
109959,5,"Probably Yes","(4.75,5]"
109960,4.8,"Probably Not","(4.75,5]"
109961,5,"Definitely Yes","(4.75,5]"
109962,5,"Definitely Yes","(4.75,5]"
109963,1,"Probably Yes","[1,1.25]"
109964,5,"Definitely Yes","(4.75,5]"
109965,5,"Definitely Yes","(4.75,5]"
109966,5,"Definitely Yes","(4.75,5]"
109967,5,"Definitely Yes","(4.75,5]"
109968,5,"Definitely Yes","(4.75,5]"
109969,2.8,"Definitely Not","(2.75,3]"
109970,5,"Definitely Yes","(4.75,5]"
109971,5,"Definitely Yes","(4.75,5]"
109972,4.2,"Probably Yes","(4,4.25]"
109973,5,"Definitely Yes","(4.75,5]"
109974,5,"Definitely Yes","(4.75,5]"
109975,5,"Definitely Yes","(4.75,5]"
109976,5,"Probably Yes","(4.75,5]"
109977,5,"Probably Yes","(4.75,5]"
109978,5,"Definitely Yes","(4.75,5]"
109979,3.1,"Definitely Not","(3,3.25]"
109980,4.7,"Probably Yes","(4.5,4.75]"
109981,5,"Probably Yes","(4.75,5]"
109982,5,"Definitely Yes","(4.75,5]"
109983,5,"Probably Yes","(4.75,5]"
109984,5,"Definitely Yes","(4.75,5]"
109985,5,"Definitely Yes","(4.75,5]"
109986,5,"Definitely Yes","(4.75,5]"
109987,5,"Definitely Yes","(4.75,5]"
109988,5,"Definitely Yes","(4.75,5]"
109989,5,"Definitely Yes","(4.75,5]"
109990,5,"Definitely Yes","(4.75,5]"
109991,5,"Probably Yes","(4.75,5]"
109992,5,"Definitely Yes","(4.75,5]"
109993,1,"Definitely Not","[1,1.25]"
109994,5,"Definitely Yes","(4.75,5]"
109995,4.6,"Probably Not","(4.5,4.75]"
109996,5,"Definitely Yes","(4.75,5]"
109997,5,"Definitely Yes","(4.75,5]"
109998,5,"Definitely Yes","(4.75,5]"
109999,5,"Definitely Yes","(4.75,5]"
110000,5,"Definitely Yes","(4.75,5]"
110001,5,"Definitely Yes","(4.75,5]"
110002,5,"Probably Yes","(4.75,5]"
110003,5,"Definitely Yes","(4.75,5]"
110004,5,"Probably Yes","(4.75,5]"
110005,5,"Definitely Yes","(4.75,5]"
110006,5,"Definitely Yes","(4.75,5]"
110007,5,"Definitely Yes","(4.75,5]"
110008,5,"Definitely Yes","(4.75,5]"
110009,4.85,"Definitely Yes","(4.75,5]"
110010,5,"Probably Yes","(4.75,5]"
110011,5,"Definitely Yes","(4.75,5]"
110012,5,"Definitely Yes","(4.75,5]"
110013,5,"Definitely Yes","(4.75,5]"
110014,4.8,"Probably Yes","(4.75,5]"
110015,1,"Definitely Not","[1,1.25]"
110016,5,"Definitely Yes","(4.75,5]"
110017,5,"Definitely Yes","(4.75,5]"
110018,5,"Definitely Yes","(4.75,5]"
110019,5,"Definitely Yes","(4.75,5]"
110020,5,"Definitely Yes","(4.75,5]"
110021,3.6,"Definitely Not","(3.5,3.75]"
110022,5,"Definitely Yes","(4.75,5]"
110023,5,"Definitely Yes","(4.75,5]"
110024,5,"Definitely Yes","(4.75,5]"
110025,5,"Definitely Yes","(4.75,5]"
110026,3.8,"Definitely Not","(3.75,4]"
110027,5,"Definitely Yes","(4.75,5]"
110028,5,"Definitely Yes","(4.75,5]"
110029,4.7,"Definitely Yes","(4.5,4.75]"
110030,5,"Probably Yes","(4.75,5]"
110031,5,"Definitely Yes","(4.75,5]"
110032,5,"Definitely Yes","(4.75,5]"
110033,4.7,"Probably Yes","(4.5,4.75]"
110034,5,"Probably Yes","(4.75,5]"
110035,5,"Definitely Yes","(4.75,5]"
110036,5,"Definitely Yes","(4.75,5]"
110037,5,"Definitely Yes","(4.75,5]"
110038,5,"Definitely Yes","(4.75,5]"
110039,4.6,"Probably Yes","(4.5,4.75]"
110040,3.35,"Probably Yes","(3.25,3.5]"
110041,5,"Definitely Yes","(4.75,5]"
110042,5,"Probably Yes","(4.75,5]"
110043,1,"Definitely Not","[1,1.25]"
110044,5,"Definitely Yes","(4.75,5]"
110045,4.2,"Probably Yes","(4,4.25]"
110046,5,"Definitely Yes","(4.75,5]"
110047,2.3,"Definitely Not","(2.25,2.5]"
110048,5,"Probably Yes","(4.75,5]"
110049,5,"Definitely Yes","(4.75,5]"
110050,5,"Probably Yes","(4.75,5]"
110051,5,"Definitely Yes","(4.75,5]"
110052,5,"Definitely Yes","(4.75,5]"
110053,5,"Definitely Yes","(4.75,5]"
110054,5,"Definitely Yes","(4.75,5]"
110055,1,"Definitely Not","[1,1.25]"
110056,5,"Definitely Yes","(4.75,5]"
110057,5,"Definitely Yes","(4.75,5]"
110058,5,"Probably Yes","(4.75,5]"
110059,5,"Definitely Yes","(4.75,5]"
110060,5,"Definitely Yes","(4.75,5]"
110061,5,"Definitely Yes","(4.75,5]"
110062,5,"Definitely Yes","(4.75,5]"
110063,5,"Definitely Yes","(4.75,5]"
110064,4.2,"Probably Not","(4,4.25]"
110065,5,"Probably Yes","(4.75,5]"
110066,5,"Definitely Yes","(4.75,5]"
110067,5,"Probably Yes","(4.75,5]"
110068,5,"Definitely Yes","(4.75,5]"
110069,5,"Probably Yes","(4.75,5]"
110070,5,"Definitely Yes","(4.75,5]"
110071,5,"Definitely Yes","(4.75,5]"
110072,5,"Definitely Yes","(4.75,5]"
110073,5,"Definitely Yes","(4.75,5]"
110074,2.75,"Probably Yes","(2.5,2.75]"
110075,5,"Definitely Yes","(4.75,5]"
110076,5,"Definitely Yes","(4.75,5]"
110077,5,"Definitely Yes","(4.75,5]"
110078,5,"Definitely Yes","(4.75,5]"
110079,5,"Definitely Yes","(4.75,5]"
110080,5,"Definitely Yes","(4.75,5]"
110081,5,"Definitely Yes","(4.75,5]"
110082,4.85,"Probably Yes","(4.75,5]"
110083,5,"Definitely Yes","(4.75,5]"
110084,5,"Probably Yes","(4.75,5]"
110085,5,"Definitely Yes","(4.75,5]"
110086,5,"Definitely Yes","(4.75,5]"
110087,5,"Definitely Yes","(4.75,5]"
110088,5,"Definitely Yes","(4.75,5]"
110089,5,"Definitely Yes","(4.75,5]"
110090,5,"Definitely Yes","(4.75,5]"
110091,5,"Definitely Yes","(4.75,5]"
110092,5,"Probably Yes","(4.75,5]"
110093,4,"Probably Yes","(3.75,4]"
110094,4.6,"Probably Yes","(4.5,4.75]"
110095,5,"Definitely Yes","(4.75,5]"
110096,5,"Definitely Yes","(4.75,5]"
110097,5,"Definitely Yes","(4.75,5]"
110098,2.6,"Probably Not","(2.5,2.75]"
110099,5,"Definitely Yes","(4.75,5]"
110100,4.25,"Definitely Yes","(4,4.25]"
110101,5,"Definitely Yes","(4.75,5]"
110102,5,"Definitely Yes","(4.75,5]"
110103,5,"Definitely Yes","(4.75,5]"
110104,5,"Definitely Yes","(4.75,5]"
110105,5,"Definitely Yes","(4.75,5]"
110106,5,"Definitely Yes","(4.75,5]"
110107,4.8,"Definitely Yes","(4.75,5]"
110108,5,"Definitely Yes","(4.75,5]"
110109,5,"Definitely Yes","(4.75,5]"
110110,4.3,"Probably Yes","(4.25,4.5]"
110111,4.7,"Probably Yes","(4.5,4.75]"
110112,5,"Definitely Yes","(4.75,5]"
110113,5,"Probably Yes","(4.75,5]"
110114,5,"Definitely Yes","(4.75,5]"
110115,4.85,"Definitely Yes","(4.75,5]"
110116,4.6,"Definitely Yes","(4.5,4.75]"
110117,5,"Definitely Yes","(4.75,5]"
110118,4.6,"Probably Not","(4.5,4.75]"
110119,5,"Definitely Yes","(4.75,5]"
110120,5,"Definitely Yes","(4.75,5]"
110121,5,"Definitely Yes","(4.75,5]"
110122,1,"Definitely Not","[1,1.25]"
110123,4.5,"Probably Yes","(4.25,4.5]"
110124,4.7,"Definitely Yes","(4.5,4.75]"
110125,5,"Definitely Yes","(4.75,5]"
110126,4.5,"Definitely Not","(4.25,4.5]"
110127,4,"Probably Yes","(3.75,4]"
110128,4,"Probably Not","(3.75,4]"
110129,5,"Definitely Yes","(4.75,5]"
110130,5,"Definitely Yes","(4.75,5]"
110131,5,"Definitely Yes","(4.75,5]"
110132,5,"Definitely Yes","(4.75,5]"
110133,5,"Definitely Yes","(4.75,5]"
110134,4.85,"Probably Yes","(4.75,5]"
110135,5,"Definitely Yes","(4.75,5]"
110136,5,"Definitely Yes","(4.75,5]"
110137,5,"Definitely Yes","(4.75,5]"
110138,4,"Definitely Not","(3.75,4]"
110139,5,"Definitely Yes","(4.75,5]"
110140,4.1,"Probably Yes","(4,4.25]"
110141,5,"Definitely Yes","(4.75,5]"
110142,5,"Definitely Yes","(4.75,5]"
110143,3.15,"Probably Yes","(3,3.25]"
110144,5,"Definitely Yes","(4.75,5]"
110145,5,"Definitely Yes","(4.75,5]"
110146,5,"Definitely Yes","(4.75,5]"
110147,5,"Probably Yes","(4.75,5]"
110148,2.2,"Definitely Not","(2,2.25]"
110149,5,"Definitely Yes","(4.75,5]"
110150,5,"Definitely Yes","(4.75,5]"
110151,5,"Definitely Yes","(4.75,5]"
110152,5,"Probably Not","(4.75,5]"
110153,3.2,"Probably Not","(3,3.25]"
110154,5,"Definitely Yes","(4.75,5]"
110155,5,"Probably Yes","(4.75,5]"
110156,5,"Definitely Yes","(4.75,5]"
110157,5,"Definitely Yes","(4.75,5]"
110158,5,"Definitely Yes","(4.75,5]"
110159,5,"Definitely Yes","(4.75,5]"
110160,5,"Definitely Yes","(4.75,5]"
110161,5,"Probably Yes","(4.75,5]"
110162,5,"Definitely Yes","(4.75,5]"
110163,4.7,"Probably Yes","(4.5,4.75]"
110164,5,"Definitely Yes","(4.75,5]"
110165,5,"Definitely Yes","(4.75,5]"
110166,5,"Definitely Yes","(4.75,5]"
110167,5,"Definitely Yes","(4.75,5]"
110168,5,"Definitely Yes","(4.75,5]"
110169,4.15,"Probably Yes","(4,4.25]"
110170,5,"Definitely Yes","(4.75,5]"
110171,5,"Definitely Yes","(4.75,5]"
110172,5,"Probably Yes","(4.75,5]"
110173,5,"Definitely Yes","(4.75,5]"
110174,5,"Definitely Yes","(4.75,5]"
110175,5,"Definitely Yes","(4.75,5]"
110176,5,"Definitely Yes","(4.75,5]"
110177,5,"Definitely Yes","(4.75,5]"
110178,5,"Definitely Yes","(4.75,5]"
110179,5,"Definitely Yes","(4.75,5]"
110180,4.8,"Probably Yes","(4.75,5]"
110181,5,"Definitely Yes","(4.75,5]"
110182,4.65,"Probably Yes","(4.5,4.75]"
110183,5,"Definitely Yes","(4.75,5]"
110184,5,"Definitely Yes","(4.75,5]"
110185,5,"Definitely Yes","(4.75,5]"
110186,3,"Probably Not","(2.75,3]"
110187,5,"Definitely Yes","(4.75,5]"
110188,1.9,"Definitely Not","(1.75,2]"
110189,5,"Definitely Yes","(4.75,5]"
110190,5,"Definitely Yes","(4.75,5]"
110191,5,"Definitely Yes","(4.75,5]"
110192,5,"Definitely Yes","(4.75,5]"
110193,5,"Definitely Yes","(4.75,5]"
110194,5,"Probably Yes","(4.75,5]"
110195,5,"Definitely Yes","(4.75,5]"
110196,5,"Definitely Yes","(4.75,5]"
110197,5,"Definitely Yes","(4.75,5]"
110198,5,"Definitely Yes","(4.75,5]"
110199,5,"Definitely Yes","(4.75,5]"
110200,2.8,"Definitely Not","(2.75,3]"
110201,5,"Definitely Yes","(4.75,5]"
110202,5,"Definitely Yes","(4.75,5]"
110203,5,"Definitely Yes","(4.75,5]"
110204,5,"Definitely Yes","(4.75,5]"
110205,5,"Definitely Yes","(4.75,5]"
110206,5,"Probably Yes","(4.75,5]"
110207,5,"Definitely Yes","(4.75,5]"
110208,5,"Definitely Yes","(4.75,5]"
110209,5,"Definitely Yes","(4.75,5]"
110210,5,"Definitely Yes","(4.75,5]"
110211,4.65,"Probably Yes","(4.5,4.75]"
110212,5,"Definitely Yes","(4.75,5]"
110213,4.4,"Definitely Yes","(4.25,4.5]"
110214,5,"Definitely Yes","(4.75,5]"
110215,5,"Definitely Yes","(4.75,5]"
110216,5,"Definitely Yes","(4.75,5]"
110217,5,"Definitely Yes","(4.75,5]"
110218,5,"Definitely Yes","(4.75,5]"
110219,5,"Definitely Yes","(4.75,5]"
110220,4.85,"Probably Yes","(4.75,5]"
110221,5,"Definitely Yes","(4.75,5]"
110222,5,"Definitely Yes","(4.75,5]"
110223,4.6,"Probably Yes","(4.5,4.75]"
110224,1.15,"Definitely Not","[1,1.25]"
110225,3.4,"Definitely Not","(3.25,3.5]"
110226,5,"Definitely Not","(4.75,5]"
110227,5,"Definitely Yes","(4.75,5]"
110228,5,"Definitely Yes","(4.75,5]"
110229,5,"Definitely Yes","(4.75,5]"
110230,5,"Definitely Yes","(4.75,5]"
110231,5,"Definitely Yes","(4.75,5]"
110232,4.65,"Probably Yes","(4.5,4.75]"
110233,5,"Definitely Yes","(4.75,5]"
110234,1.9,"Definitely Not","(1.75,2]"
110235,5,"Definitely Yes","(4.75,5]"
110236,5,"Definitely Yes","(4.75,5]"
110237,5,"Probably Yes","(4.75,5]"
110238,5,"Definitely Yes","(4.75,5]"
110239,5,"Definitely Yes","(4.75,5]"
110240,4.5,"Probably Yes","(4.25,4.5]"
110241,5,"Definitely Yes","(4.75,5]"
110242,5,"Definitely Yes","(4.75,5]"
110243,5,"Definitely Yes","(4.75,5]"
110244,5,"Definitely Yes","(4.75,5]"
110245,4.6,"Definitely Yes","(4.5,4.75]"
110246,5,"Definitely Yes","(4.75,5]"
110247,5,"Definitely Yes","(4.75,5]"
110248,5,"Definitely Yes","(4.75,5]"
110249,4.85,"Definitely Yes","(4.75,5]"
110250,4.6,"Probably Not","(4.5,4.75]"
110251,3.85,"Probably Not","(3.75,4]"
110252,5,"Definitely Yes","(4.75,5]"
110253,5,"Definitely Yes","(4.75,5]"
110254,5,"Definitely Yes","(4.75,5]"
110255,5,"Probably Yes","(4.75,5]"
110256,5,"Definitely Yes","(4.75,5]"
110257,5,"Definitely Yes","(4.75,5]"
110258,5,"Probably Yes","(4.75,5]"
110259,1.55,"Definitely Not","(1.5,1.75]"
110260,4.7,"Definitely Yes","(4.5,4.75]"
110261,4.6,"Probably Yes","(4.5,4.75]"
110262,5,"Probably Yes","(4.75,5]"
110263,5,"Definitely Yes","(4.75,5]"
110264,2.35,"Probably Not","(2.25,2.5]"
110265,5,"Probably Yes","(4.75,5]"
110266,5,"Definitely Yes","(4.75,5]"
110267,5,"Definitely Yes","(4.75,5]"
110268,5,"Probably Yes","(4.75,5]"
110269,5,"Definitely Not","(4.75,5]"
110270,5,"Definitely Yes","(4.75,5]"
110271,5,"Definitely Yes","(4.75,5]"
110272,5,"Definitely Yes","(4.75,5]"
110273,5,"Definitely Yes","(4.75,5]"
110274,5,"Probably Yes","(4.75,5]"
110275,5,"Definitely Yes","(4.75,5]"
110276,5,"Definitely Yes","(4.75,5]"
110277,5,"Definitely Yes","(4.75,5]"
110278,5,"Definitely Yes","(4.75,5]"
110279,5,"Definitely Yes","(4.75,5]"
110280,3.65,"Probably Yes","(3.5,3.75]"
110281,5,"Definitely Yes","(4.75,5]"
110282,4.2,"Probably Not","(4,4.25]"
110283,5,"Probably Yes","(4.75,5]"
110284,4.65,"Definitely Yes","(4.5,4.75]"
110285,5,"Definitely Yes","(4.75,5]"
110286,5,"Definitely Yes","(4.75,5]"
110287,4.5,"Probably Yes","(4.25,4.5]"
110288,5,"Definitely Yes","(4.75,5]"
110289,5,"Definitely Yes","(4.75,5]"
110290,3.65,"Probably Not","(3.5,3.75]"
110291,5,"Definitely Yes","(4.75,5]"
110292,4.6,"Probably Yes","(4.5,4.75]"
110293,5,"Definitely Yes","(4.75,5]"
110294,5,"Definitely Yes","(4.75,5]"
110295,5,"Definitely Yes","(4.75,5]"
110296,5,"Definitely Yes","(4.75,5]"
110297,5,"Definitely Yes","(4.75,5]"
110298,5,"Definitely Yes","(4.75,5]"
110299,4.85,"Probably Yes","(4.75,5]"
110300,4.6,"Probably Not","(4.5,4.75]"
110301,4.3,"Definitely Yes","(4.25,4.5]"
110302,5,"Definitely Yes","(4.75,5]"
110303,5,"Definitely Yes","(4.75,5]"
110304,5,"Definitely Yes","(4.75,5]"
110305,4.6,"Definitely Yes","(4.5,4.75]"
110306,5,"Definitely Yes","(4.75,5]"
110307,5,"Definitely Yes","(4.75,5]"
110308,5,"Definitely Yes","(4.75,5]"
110309,5,"Definitely Yes","(4.75,5]"
110310,5,"Definitely Yes","(4.75,5]"
110311,5,"Definitely Yes","(4.75,5]"
110312,5,"Definitely Yes","(4.75,5]"
110313,5,"Definitely Yes","(4.75,5]"
110314,4.85,"Definitely Yes","(4.75,5]"
110315,5,"Definitely Yes","(4.75,5]"
110316,5,"Definitely Yes","(4.75,5]"
110317,4.3,"Definitely Yes","(4.25,4.5]"
110318,5,"Definitely Yes","(4.75,5]"
110319,5,"Probably Yes","(4.75,5]"
110320,5,"Definitely Yes","(4.75,5]"
110321,5,"Probably Yes","(4.75,5]"
110322,5,"Definitely Yes","(4.75,5]"
110323,5,"Definitely Yes","(4.75,5]"
110324,5,"Definitely Yes","(4.75,5]"
110325,5,"Definitely Yes","(4.75,5]"
110326,5,"Definitely Yes","(4.75,5]"
110327,4.8,"Definitely Yes","(4.75,5]"
110328,5,"Definitely Yes","(4.75,5]"
110329,5,"Probably Yes","(4.75,5]"
110330,5,"Definitely Yes","(4.75,5]"
110331,4,"Probably Yes","(3.75,4]"
110332,5,"Probably Yes","(4.75,5]"
110333,5,"Definitely Yes","(4.75,5]"
110334,5,"Definitely Not","(4.75,5]"
110335,5,"Probably Yes","(4.75,5]"
110336,4.4,"Probably Not","(4.25,4.5]"
110337,3.4,"Probably Not","(3.25,3.5]"
110338,3.65,"Probably Not","(3.5,3.75]"
110339,5,"Probably Yes","(4.75,5]"
110340,5,"Probably Yes","(4.75,5]"
110341,4.35,"Probably Yes","(4.25,4.5]"
110342,5,"Definitely Yes","(4.75,5]"
110343,5,"Probably Not","(4.75,5]"
110344,5,"Definitely Yes","(4.75,5]"
110345,5,"Definitely Yes","(4.75,5]"
110346,3.85,"Probably Yes","(3.75,4]"
110347,4.35,"Probably Yes","(4.25,4.5]"
110348,5,"Definitely Yes","(4.75,5]"
110349,5,"Definitely Yes","(4.75,5]"
110350,5,"Definitely Yes","(4.75,5]"
110351,5,"Definitely Yes","(4.75,5]"
110352,5,"Definitely Yes","(4.75,5]"
110353,5,"Definitely Not","(4.75,5]"
110354,5,"Definitely Yes","(4.75,5]"
110355,5,"Probably Yes","(4.75,5]"
110356,4.8,"Probably Not","(4.75,5]"
110357,5,"Definitely Yes","(4.75,5]"
110358,5,"Definitely Yes","(4.75,5]"
110359,4.8,"Probably Yes","(4.75,5]"
110360,5,"Definitely Yes","(4.75,5]"
110361,5,"Definitely Yes","(4.75,5]"
110362,5,"Definitely Yes","(4.75,5]"
110363,5,"Definitely Yes","(4.75,5]"
110364,5,"Definitely Yes","(4.75,5]"
110365,5,"Definitely Yes","(4.75,5]"
110366,5,"Definitely Yes","(4.75,5]"
110367,5,"Definitely Yes","(4.75,5]"
110368,4.6,"Probably Yes","(4.5,4.75]"
110369,5,"Definitely Yes","(4.75,5]"
110370,5,"Definitely Yes","(4.75,5]"
110371,5,"Definitely Yes","(4.75,5]"
110372,5,"Probably Yes","(4.75,5]"
110373,5,"Definitely Yes","(4.75,5]"
110374,1,"Definitely Not","[1,1.25]"
110375,4.7,"Probably Yes","(4.5,4.75]"
110376,5,"Definitely Yes","(4.75,5]"
110377,5,"Definitely Yes","(4.75,5]"
110378,5,"Definitely Yes","(4.75,5]"
